"ID","JC_Maths_Points","Cog_VR_W2","Cog_NA_W2","Cog_Matrices_W2","TIPI_Extra_PCG_W2","TIPI_Agreeable_PCG_W2","TIPI_Cons_PCG_W2","TIPI_EmoStab_PCG_W2","TIPI_Open_PCG_W2","PCG_Educ_W2","SCG_Educ_W2","Income_Quin_Eq_W2","DEIS_W2","Fee_Paying_W2","Mixed_W2","Gender_YP_W2","LC_Maths_Points","Cog_Naming_Total_W3","Cog_Maths_Total_W3","Cog_Vocabulary_W3","TIPI_Extra_PCG_W3","TIPI_Agreeable_PCG_W3","TIPI_Cons_PCG_W3","TIPI_EmoStab_PCG_W3","TIPI_Open_PCG_W3","PCG_Educ_W3","SCG_Educ_W3","Income_Quin_Eq_W3","DEIS_W3","Fee_Paying_W3","Mixed_W3","Gender_YP_W3","JC_Maths_Standardized","LC_Maths_Standardized"
6582000,11,80,35,129,3.5,1.5,7,5,0.5,3,5,4,0,0,0,0,95,14,3,12,2.5,4,7,4,7,3,5,5,0,0,0,0,0.616475100723727,0.824944259887501
6589000,11,90,80,135,7,6.5,7,5.5,7,5,6,5,0,1,0,0,0,22,2,14,6,4.5,6.5,4,7,5,6,5,0,1,0,0,0.616475100723727,-1.8796537500969
6593000,12,90,40,129,5,5,3,7,6.5,5,6,5,0,0,0,0,105,28,4,12,6.5,5,5,7,5.5,5,6,5,0,0,0,0,1.28494207741211,1.10963878725428
6599000,11,75,95,140,5,7,4.5,7,4.5,3,3,5,0,0,0,0,90,24,2,12,7,7,6.5,7,7,3,3,4,0,0,0,0,0.616475100723727,0.682596996204112
6602000,11,55,40,124,3,4.5,7,3,0.5,5,5,5,0,0,0,0,110,21,3,6,3.5,5,6.5,5.5,4,5,5,5,0,0,0,0,0.616475100723727,1.25198605093767
6603000,11,85,65,114,3,3,3,1.5,2,5,3,4,0,1,0,0,95,20,3,13,3,5,5,5.5,4,5,3,3,0,1,0,0,0.616475100723727,0.824944259887501
6605000,11,75,95,129,5.5,3.5,3,7,6,6,5,5,0,0,0,0,37,28,4,8,6.5,2,7,4,7,6,5,4,0,0,0,0,0.616475100723727,-0.826283998839816
6626000,11,70,80,107,0.5,7,4.5,7,7,6,2,4,0,0,1,0,113,13,3,9,7,7,6,7,7,6,2,3,0,0,1,0,0.616475100723727,1.3373944091477
6628000,10,35,50,135,7,7,7,3.5,7,4,3,3,0,0,1,0,40,25,2,6,5,7,7,7,7,4,4,5,0,0,1,0,-0.0519918759646515,-0.740875640629782
6631000,10,35,60,103,1.5,7,7,7,4.5,6,6,5,0,0,0,0,91,20,3,5,5,7,7,7,5.5,6,6,4,0,0,0,0,-0.0519918759646515,0.71106644894079
6632000,12,90,90,135,1.5,6,6.5,7,7,6,6,5,0,0,0,0,125,33,4,14,4,7,5.5,6.5,7,6,6,5,0,0,0,0,1.28494207741211,1.67902784198784
6650000,6,60,25,10,6,5.5,4,4,3,3,3,1,0,0,0,0,15,21,1,7,5.5,3.5,5.5,4,5.5,3,1,3,0,0,0,0,-2.72585978271817,-1.45261195904673
6651000,12,90,85,117,4.5,6.5,7,6.5,7,4,3,1,0,0,1,0,113,22,3,17,5,6,6,5.5,5.5,5,3,1,0,0,1,0,1.28494207741211,1.3373944091477
6653000,12,75,75,124,1,7,7,7,5,4,4,1,0,0,1,0,105,17,1,11,4.5,6.5,6,7,6.5,4,4,2,0,0,1,0,1.28494207741211,1.10963878725428
6656000,10,75,60,129,1,7,4,7,3.5,3,4,5,0,0,1,0,30,19,4,11,4,3.5,4.5,3.5,5,3,3,4,0,0,1,0,-0.0519918759646515,-1.02557016799656
6657000,10,70,85,114,4.5,1,7,1,7,6,4,5,0,0,1,0,30,31,3,11,2,7,7,5.5,6,6,3,3,0,0,1,0,-0.0519918759646515,-1.02557016799656
6659000,11,65,50,128,4,7,1.5,7,7,4,3,4,0,0,1,0,85,21,3,12,6,7,5,6.5,6.5,4,2,3,0,0,1,0,0.616475100723727,0.540249732520723
6666000,9,80,75,117,7,7,3.5,7,7,4,4,2,0,0,1,0,37,17,3,7,4.5,6,5.5,6,5,4,4,2,0,0,1,0,-0.72045885265303,-0.826283998839816
6671000,8,75,15,129,1.5,7,1.5,7,5.5,5,3,3,0,0,0,0,45,23,1,13,3.5,6.5,5,5.5,6.5,5,3,2,0,0,0,0,-1.38892582934141,-0.598528376946393
6673000,8,65,30,103,6.5,5,3.5,6,7,3,3,4,0,0,1,0,45,24,2,5,7,6.5,2.5,6,7,3,3,5,0,0,1,0,-1.38892582934141,-0.598528376946393
6675000,12,70,55,117,4,2.5,4.5,1,5,6,6,5,0,0,0,0,45,19,3,13,4,5,4,5.5,6.5,5,5,5,0,0,1,0,1.28494207741211,-0.598528376946393
6676000,11,55,70,121,4,4.5,1.5,3.5,5.5,3,3,3,0,0,0,0,71,21,2,5,5.5,2.5,5.5,4,4,3,3,4,0,0,0,0,0.616475100723727,0.141677394207232
6677000,11,60,65,110,4,5,1.5,4,3.5,4,6,5,0,0,1,0,102,10,2,11,4,3.5,3.5,5.5,4,4,6,4,0,0,1,0,0.616475100723727,1.02423042904425
6679000,11,80,40,121,2.5,3.5,1.5,7,3.5,6,5,5,0,0,1,0,71,16,3,6,6.5,7,7,7,6.5,6,5,4,0,0,1,0,0.616475100723727,0.141677394207232
6680000,10,75,55,117,4.5,7,5.5,6.5,3.5,5,5,4,0,0,1,0,37,25,3,7,4,4.5,4.5,7,6.5,5,5,5,0,0,1,0,-0.0519918759646515,-0.826283998839816
6691000,11,95,80,107,7,1.5,3.5,7,3.5,4,4,3,0,0,1,0,40,21,3,11,7,4.5,4.5,7,7,3,4,3,0,0,1,0,0.616475100723727,-0.740875640629782
6692000,11,95,55,140,4.5,7,7,3.5,3.5,4,5,4,0,0,0,0,81,39,4,13,5.5,7,6.5,6,7,4,5,4,0,0,0,0,0.616475100723727,0.426371921574011
6695000,12,75,85,154,0.5,7,7,6,3.5,3,4,3,0,0,1,0,125,26,3,13,3,6,7,6.5,7,3,3,5,0,0,1,0,1.28494207741211,1.67902784198784
6699000,11,55,65,154,5.5,6.5,5.5,4,5,3,4,4,0,0,1,0,95,23,3,7,4.5,5.5,4.5,6,5.5,3,4,3,0,0,1,0,0.616475100723727,0.824944259887501
6712000,11,55,60,114,0.5,7,7,1,5,4,3,3,0,0,1,0,110,19,3,9,4.5,7,7,6,7,3,3,3,0,0,1,0,0.616475100723727,1.25198605093767
6713000,6,15,25,92,0.5,3.5,2.5,4,1,5,3,4,0,0,1,0,0,20,0,3,3.5,6,5,3,4.5,5,3,4,0,0,1,0,-2.72585978271817,-1.8796537500969
6714000,9,45,40,117,0.5,2,6.5,5.5,3,3,2,4,0,0,1,0,20,22,2,7,4,6.5,7,4,6,3,3,4,0,0,1,0,-0.72045885265303,-1.31026469536334
6720000,12,100,65,121,2.5,1.5,2.5,4.5,4,6,6,4,0,0,0,0,105,24,4,16,4.5,6.5,4.5,4.5,5,6,6,5,0,0,0,0,1.28494207741211,1.10963878725428
6722000,6,65,20,99,3.5,5,2.5,2.5,5,4,2,3,0,0,1,0,15,18,1,6,3.5,5,3,4.5,6,3,2,2,0,0,1,0,-2.72585978271817,-1.45261195904673
6726000,9,65,60,117,3.5,3.5,5,7,7,3,3,3,0,0,0,0,40,18,3,6,6,6,4.5,7,4.5,3,3,4,0,0,0,0,-0.72045885265303,-0.740875640629782
6728000,7,70,35,103,1,7,5,5,3,2,2,2,0,0,0,0,0,21,1,7,4.5,7,4.5,4.5,7,2,2,3,0,0,0,0,-2.05739280602979,-1.8796537500969
6733000,11,90,65,140,6.5,5,0.5,3.5,7,4,4,5,0,1,1,0,91,25,4,15,5.5,4.5,4.5,5.5,6.5,4,4,4,0,1,1,0,0.616475100723727,0.71106644894079
6741000,10,65,45,92,2.5,7,7,5,7,3,5,5,0,0,0,0,60,25,3,9,4.5,7,7,7,6.5,3,5,5,0,0,0,0,-0.0519918759646515,-0.171486585896225
6749000,9,40,30,114,7,7,2.5,3.5,7,4,2,3,1,0,1,0,35,21,2,6,7,7,5,7,6,5,2,5,1,0,1,0,-0.72045885265303,-0.883222904313172
6752000,11,100,70,114,3.5,3.5,1.5,7,2,3,5,1,0,0,0,0,71,14,4,7,2.5,7,7,1.5,5,3,6,3,0,0,0,0,0.616475100723727,0.141677394207232
6753000,9,40,40,95,4.5,3,4.5,3.5,4,3,3,2,0,0,0,0,80,22,1,9,6.5,4.5,4,6.5,5.5,3,3,4,0,0,0,0,-0.72045885265303,0.397902468837333
6758000,11,95,80,145,7,1,5,6.5,7,6,6,5,0,0,1,0,91,33,3,17,2.5,4,5.5,2,4.5,5,5,5,0,0,1,0,0.616475100723727,0.71106644894079
6767000,12,90,80,117,3.5,3,6.5,7,7,4,5,5,0,0,0,0,125,27,4,15,6,6.5,5.5,7,6.5,4,5,5,0,0,0,0,1.28494207741211,1.67902784198784
6773000,11,50,85,135,7,7,5,4.5,7,3,3,5,0,0,0,0,102,15,4,7,3,7,4,2,3.5,3,3,5,0,0,0,0,0.616475100723727,1.02423042904425
6788000,10,50,45,107,3,3,5,3,5.5,4,2,3,0,0,0,0,45,29,2,8,4.5,4.5,4.5,5,5.5,6,2,4,0,0,0,0,-0.0519918759646515,-0.598528376946393
6792000,9,20,15,107,7,3.5,3,3,7,6,5,5,0,1,1,0,45,17,1,6,6.5,7,4,4.5,7,6,5,4,0,1,1,0,-0.72045885265303,-0.598528376946393
6798000,12,60,50,99,3.5,3.5,7,1.5,2.5,5,3,4,0,0,0,0,110,26,3,7,6,4.5,7,7,5,4,3,2,0,0,0,0,1.28494207741211,1.25198605093767
6802000,10,60,50,114,3.5,3.5,1,5,6.5,5,6,5,0,0,1,0,45,15,1,12,4.5,6,4.5,6,4,5,4,5,0,0,1,0,-0.0519918759646515,-0.598528376946393
6804000,10,75,60,124,3,4.5,1.5,3.5,3,5,5,3,0,0,1,0,46,25,2,8,6,5,4.5,5,5.5,5,5,3,0,0,1,0,-0.0519918759646515,-0.570058924209715
6806000,10,60,75,95,4,5.5,6.5,4.5,7,6,6,3,0,0,0,0,30,36,3,8,3,6.5,7,5.5,6.5,5,5,4,0,0,0,0,-0.0519918759646515,-1.02557016799656
6815000,10,80,70,135,1.5,2.5,1.5,1.5,6,5,5,3,0,0,1,0,46,30,3,9,4.5,4.5,5,6,5.5,5,5,3,0,0,1,0,-0.0519918759646515,-0.570058924209715
6821000,10,75,60,97,1.5,6.5,5,5,5.5,5,4,5,0,0,0,0,80,20,2,11,6.5,6.5,4.5,6,7,5,4,3,0,0,0,0,-0.0519918759646515,0.397902468837333
6837000,11,45,55,124,2.5,3,1.5,2.5,5.5,3,3,3,0,0,1,0,81,15,1,11,2.5,5,4.5,4.5,5.5,3,3,5,0,0,1,0,0.616475100723727,0.426371921574011
6854000,11,80,70,135,5,5,1.5,2,5,3,4,3,0,0,0,0,81,19,3,14,4.5,4,3.5,4.5,5.5,3,4,1,0,0,0,0,0.616475100723727,0.426371921574011
6856000,11,75,40,114,3.5,6.5,5,6,1,4,4,3,0,0,0,0,37,27,2,10,4.5,7,7,6.5,7,4,4,4,0,0,0,0,0.616475100723727,-0.826283998839816
6858000,11,100,70,117,1,7,2,1.5,4.5,5,4,5,0,0,0,0,85,25,4,17,3.5,6,7,4,5,5,3,4,0,0,0,0,0.616475100723727,0.540249732520723
6859000,12,100,90,121,7,4,5.5,5,7,4,5,3,0,0,0,0,113,27,3,17,5,4,4.5,6.5,6.5,4,5,3,0,0,0,0,1.28494207741211,1.3373944091477
6866000,10,70,50,129,3.5,7,3.5,3,7,3,3,1,0,0,0,0,40,18,3,8,6,5,4,4.5,7,3,3,1,0,0,0,0,-0.0519918759646515,-0.740875640629782
6868000,11,60,30,99,3.5,3,7,4,7,4,3,4,0,0,0,0,81,23,2,9,3,7,6.5,4.5,4,4,3,4,0,0,0,0,0.616475100723727,0.426371921574011
6870000,10,60,30,110,3.5,3.5,4.5,6,6,3,3,4,0,1,1,0,30,23,2,10,4.5,5,5,6,7,3,3,4,0,1,1,0,-0.0519918759646515,-1.02557016799656
6871000,9,50,30,124,1,3.5,3,1,7,3,2,2,0,0,0,0,50,17,2,9,7,5,5.5,4.5,6.5,3,2,2,0,0,0,0,-0.72045885265303,-0.456181113263003
6875000,8,45,35,110,7,7,6.5,7,5.5,3,2,4,0,0,0,0,30,30,4,8,6.5,7,5.5,6,6.5,3,2,4,0,0,0,0,-1.38892582934141,-1.02557016799656
6886000,8,30,35,107,1.5,7,7,5,6,3,1,3,0,0,0,0,30,15,2,6,3,7,7,5,6.5,4,1,5,0,0,0,0,-1.38892582934141,-1.02557016799656
6914000,11,65,65,124,4,7,6.5,7,3,3,3,3,1,0,1,0,95,31,2,6,6.5,7,7,7,5.5,3,3,4,1,0,1,0,0.616475100723727,0.824944259887501
6923000,11,65,70,129,6.5,7,7,7,7,4,4,2,1,0,1,0,30,37,3,12,6.5,7,7,7,7,3,3,1,1,0,1,0,0.616475100723727,-1.02557016799656
6927000,10,95,95,154,1,6.5,5,3,6.5,4,3,1,0,0,0,0,30,30,3,8,4,6,4,5,5.5,3,3,2,0,0,0,0,-0.0519918759646515,-1.02557016799656
6932000,10,80,80,110,2.5,3,6.5,3,5.5,5,5,4,0,0,1,0,60,33,2,10,5,7,6.5,6,4,5,5,5,0,0,1,0,-0.0519918759646515,-0.171486585896225
6934000,9,75,70,110,4,1.5,2,3,5,4,4,3,0,0,1,0,15,25,3,10,3.5,4.5,4.5,2.5,5,4,4,3,0,0,1,0,-0.72045885265303,-1.45261195904673
6935000,8,45,35,114,5,5,4.5,1,1,5,3,3,0,0,1,0,37,25,1,5,4,4.5,4.5,4,4.5,5,3,4,0,0,1,0,-1.38892582934141,-0.826283998839816
6936000,9,65,75,103,7,7,7,4.5,7,5,6,4,0,0,1,0,37,26,2,8,4.5,5,7,4.5,4.5,5,5,5,0,0,1,0,-0.72045885265303,-0.826283998839816
6939000,8,75,25,107,7,7,1.5,3.5,7,3,5,5,0,0,1,0,20,24,3,8,4,7,3.5,4.5,7,3,5,5,0,0,1,0,-1.38892582934141,-1.31026469536334
6940000,11,70,50,131,7,5,1,7,7,4,6,5,0,0,1,0,90,28,4,10,7,7,4.5,7,7,4,6,5,0,0,1,0,0.616475100723727,0.682596996204112
6942000,9,45,45,135,4,1,1.5,3.5,4.5,4,3,4,0,1,1,0,102,18,0,10,5,4,6.5,4.5,5,6,3,5,0,1,1,0,-0.72045885265303,1.02423042904425
6952000,5,50,35,114,1.5,6.5,1,2,6,4,4,2,0,0,1,0,0,17,0,7,4,7,3.5,2.5,6.5,4,4,2,0,0,1,0,-3.39432675940655,-1.8796537500969
6953000,8,45,60,129,3,3.5,7,5,2,2,4,3,0,0,0,0,50,24,2,7,4.5,4,5,5,4,1,4,2,0,0,0,0,-1.38892582934141,-0.456181113263003
6954000,10,75,70,117,5,4.5,4,2,6,6,4,5,0,0,0,0,46,23,3,7,4,7,5,5,6.5,6,4,5,0,0,0,0,-0.0519918759646515,-0.570058924209715
6956000,10,80,85,145,3.5,1.5,1.5,3,3,4,3,3,0,0,0,0,30,26,3,10,4,6,6.5,4.5,5,5,3,3,0,0,0,0,-0.0519918759646515,-1.02557016799656
6957000,11,90,80,107,4,7,7,7,3.5,1,3,1,0,0,1,0,60,23,3,12,3.5,5,7,4.5,4,1,3,1,0,0,1,0,0.616475100723727,-0.171486585896225
6960000,10,65,50,124,4,4.5,5.5,1,4,3,5,2,0,0,1,0,45,30,2,9,6,5,6.5,3.5,4.5,3,5,2,0,0,1,0,-0.0519918759646515,-0.598528376946393
6962000,12,75,60,99,4.5,7,7,6,0.5,5,6,4,0,0,1,0,100,34,2,17,4.5,6.5,5.5,6.5,5,5,6,5,0,0,1,0,1.28494207741211,0.967291523570891
6963000,11,100,45,95,3.5,7,1.5,4,3.5,5,4,1,0,0,1,0,45,23,2,12,7,5,5,2,6.5,6,4,4,0,0,1,0,0.616475100723727,-0.598528376946393
6967000,11,70,70,124,3.5,5,7,7,3.5,3,4,3,0,0,1,0,102,25,4,7,5,5,7,5.5,5.5,3,4,3,0,0,1,0,0.616475100723727,1.02423042904425
6973000,12,100,85,117,3,5.5,7,7,7,6,4,5,0,0,1,0,100,21,2,12,3,5.5,6.5,7,6,6,4,4,0,0,1,0,1.28494207741211,0.967291523570891
6975000,12,95,60,114,4,4,7,1.5,0.5,2,4,2,0,0,0,0,100,28,2,9,4.5,4,7,4,6.5,2,4,2,0,0,0,0,1.28494207741211,0.967291523570891
6981000,12,90,100,131,1,6.5,7,3,2.5,5,5,5,0,0,1,0,115,32,4,17,4.5,7,5,4.5,6.5,5,5,5,0,0,1,0,1.28494207741211,1.39433331462106
6982000,11,85,80,110,6.5,3.5,4,3.5,3,5,6,5,0,0,1,0,90,21,2,8,7,5,3.5,6,6.5,5,6,5,0,0,1,0,0.616475100723727,0.682596996204112
6987000,11,70,45,124,2.5,2.5,5,7,4,3,3,3,0,0,0,0,90,26,3,10,2,6,4.5,6.5,4,3,3,2,0,0,0,0,0.616475100723727,0.682596996204112
6993000,6,70,45,131,5,2,5,4.5,4.5,6,4,5,0,0,1,0,20,32,2,8,4.5,4.5,4,3.5,4.5,6,4,3,0,0,1,0,-2.72585978271817,-1.31026469536334
7e+06,9,60,70,161,4,3.5,1,0.5,4.5,4,5,4,0,0,0,0,113,20,2,9,3,5,5,2,4.5,4,5,4,0,0,0,0,-0.72045885265303,1.3373944091477
7002000,9,70,55,121,5,1.5,7,1.5,7,3,4,2,0,0,1,0,40,30,3,6,6.5,4,4.5,3.5,5,3,3,4,0,0,1,0,-0.72045885265303,-0.740875640629782
7010000,11,45,50,107,4,3,4,3.5,3.5,6,4,5,0,0,1,0,30,19,3,11,4,4.5,4,4,5,6,4,5,0,0,1,0,0.616475100723727,-1.02557016799656
7023000,12,95,85,154,4.5,7,7,4.5,7,4,2,4,0,0,0,0,102,23,4,11,6.5,7,7,5,7,3,2,3,0,0,0,0,1.28494207741211,1.02423042904425
7030000,11,90,90,129,2,3.5,7,7,7,6,3,4,0,0,1,0,100,19,3,10,6,6.5,6,6,6.5,5,3,5,0,0,1,0,0.616475100723727,0.967291523570891
7046000,7,20,20,124,3,6.5,3.5,3.5,3,3,3,3,0,0,0,0,25,18,1,9,4,6,4,5.5,6.5,3,3,4,0,0,0,0,-2.05739280602979,-1.16791743167995
7063000,11,65,55,124,1,1.5,2,7,3.5,3,4,1,0,1,1,0,45,24,2,14,4.5,4.5,7,4.5,5,3,4,5,0,0,1,0,0.616475100723727,-0.598528376946393
7064000,11,45,25,124,6,4,1.5,3.5,3,4,4,4,0,1,1,0,50,29,3,8,6.5,4,6,6,6.5,4,4,4,0,0,1,0,0.616475100723727,-0.456181113263003
7087000,9,40,25,95,6.5,4.5,5,7,7,4,4,4,0,1,0,0,28,27,2,3,4.5,5.5,4.5,7,7,4,4,4,0,1,0,0,-0.72045885265303,-1.08250907346992
7108000,8,45,55,66,5.5,3.5,3.5,5,4,3,3,2,0,0,1,0,35,18,2,10,3.5,7,4.5,4.5,6,3,6,3,0,0,1,0,-1.38892582934141,-0.883222904313172
7109000,10,100,70,110,1.5,7,1.5,6.5,6.5,4,5,4,0,0,1,0,40,19,1,6,2.5,7,3,5.5,6,4,5,5,0,0,1,0,-0.0519918759646515,-0.740875640629782
7114000,10,50,55,117,0.5,4.5,7,5,5.5,6,3,4,0,0,0,0,90,21,3,5,4,5,7,5,6.5,6,3,2,0,0,0,0,-0.0519918759646515,0.682596996204112
7117000,9,85,70,124,5.5,7,6.5,7,3.5,4,5,3,0,0,0,0,25,22,2,14,4,7,7,6.5,6.5,4,4,4,0,0,0,0,-0.72045885265303,-1.16791743167995
7118000,8,35,20,129,2.5,3,2,3,2.5,3,2,2,1,0,1,0,30,13,0,7,4,7,7,5,4.5,3,2,4,1,0,1,0,-1.38892582934141,-1.02557016799656
7126000,10,70,50,110,3,3,2.5,3,3,6,3,2,0,0,0,0,37,22,3,8,7,5,7,7,7,5,3,4,0,0,0,0,-0.0519918759646515,-0.826283998839816
7133000,11,65,75,124,3.5,3.5,2.5,4,3.5,6,6,5,0,0,0,0,81,24,3,6,7,6,6,3,7,5,6,5,0,0,0,0,0.616475100723727,0.426371921574011
7136000,11,85,60,129,3.5,1.5,4,5,3,6,4,4,0,0,0,0,60,16,2,11,3,3.5,2,1.5,5,6,4,4,0,0,0,0,0.616475100723727,-0.171486585896225
7137000,10,15,45,117,5,5.5,4.5,5.5,3.5,3,5,3,0,0,0,0,28,24,0,5,5.5,6.5,6,5.5,7,3,5,4,0,0,0,0,-0.0519918759646515,-1.08250907346992
7143000,11,45,65,110,4,4.5,7,6,6.5,6,6,5,0,0,0,0,85,15,3,12,2,7,7,6.5,3.5,6,6,4,0,0,0,0,0.616475100723727,0.540249732520723
7146000,11,75,30,121,1,7,4.5,4.5,7,3,3,3,0,0,1,0,45,29,4,7,4,7,5,5,7,3,4,2,0,0,1,0,0.616475100723727,-0.598528376946393
7147000,9,30,45,103,7,1.5,1,2.5,7,3,3,2,0,0,1,0,37,11,3,5,6.5,4.5,4.5,5.5,6.5,3,3,1,0,0,1,0,-0.72045885265303,-0.826283998839816
7149000,11,70,70,117,6,2.5,7,7,7,3,3,4,0,0,1,0,37,25,3,6,5,7,5,7,5,3,3,3,0,0,1,0,0.616475100723727,-0.826283998839816
7155000,6,25,30,103,3.5,5.5,3,3,4,2,3,1,0,0,1,0,15,20,1,5,7,4,5,3,4,2,3,1,0,0,1,0,-2.72585978271817,-1.45261195904673
7167000,12,95,80,107,2.5,3,3,3,2.5,3,3,2,0,0,0,0,90,13,2,17,3.5,4,5,3.5,4.5,4,3,5,0,0,0,0,1.28494207741211,0.682596996204112
7177000,11,80,75,129,5.5,5,5.5,5.5,5.5,4,6,5,0,0,1,0,90,25,4,13,2.5,7,7,5,5.5,4,6,5,0,0,1,0,0.616475100723727,0.682596996204112
7181000,8,30,60,107,4,5.5,5,1.5,2,4,2,4,0,0,0,0,30,20,2,7,4.5,6.5,5,4.5,5,4,2,3,0,0,0,0,-1.38892582934141,-1.02557016799656
7183000,11,90,50,107,1.5,7,7,1.5,6,3,4,4,0,0,0,0,110,19,1,12,4,6.5,5,4.5,6.5,3,4,4,0,0,0,0,0.616475100723727,1.25198605093767
7184000,9,80,45,117,7,7,7,7,7,2,5,3,0,0,0,0,102,30,3,11,7,7,7,7,7,2,5,4,0,0,0,0,-0.72045885265303,1.02423042904425
7186000,11,60,60,117,5,7,5,4.5,7,4,4,4,0,0,0,0,100,34,2,12,7,4.5,5,3,7,4,4,4,0,0,0,0,0.616475100723727,0.967291523570891
7190000,10,65,70,154,6.5,1.5,1.5,3,6.5,5,5,1,0,0,1,0,85,22,3,8,6.5,4.5,4.5,6,6,5,5,4,0,0,1,0,-0.0519918759646515,0.540249732520723
7199000,9,45,60,99,7,7,5,7,6.5,2,2,3,0,0,1,0,46,16,2,7,7,6,4.5,6.5,7,2,2,3,0,0,1,0,-0.72045885265303,-0.570058924209715
7213000,11,85,75,124,7,1.5,5,3,1.5,3,5,5,0,0,0,0,102,25,3,13,6.5,4.5,3.5,6.5,6,3,4,5,0,0,0,0,0.616475100723727,1.02423042904425
7215000,12,85,85,124,5.5,2.5,6,5.5,3.5,3,3,3,0,0,1,0,105,28,3,15,4.5,6,6,6,6.5,3,3,1,0,0,1,0,1.28494207741211,1.10963878725428
7217000,11,75,45,99,6.5,1.5,6.5,3,1.5,6,5,5,0,0,0,0,71,21,3,12,7,4,5.5,5.5,6,6,5,5,0,0,0,0,0.616475100723727,0.141677394207232
7224000,11,70,85,131,7,3,7,7,3,6,6,5,0,1,0,0,95,24,3,11,4.5,4,5,3,6,6,5,5,0,1,1,0,0.616475100723727,0.824944259887501
7227000,10,75,60,114,1.5,7,7,5.5,4.5,5,5,5,0,1,0,0,45,19,3,10,3,6,6.5,5,3,5,5,4,0,1,0,0,-0.0519918759646515,-0.598528376946393
7230000,10,100,60,117,5.5,6.5,3,7,3,4,4,4,0,1,0,0,80,24,3,17,6,4.5,5.5,6.5,5.5,4,3,5,0,1,0,0,-0.0519918759646515,0.397902468837333
7232000,11,70,65,107,4,6.5,2.5,1.5,3,3,3,5,0,1,0,0,95,18,2,9,6.5,7,5,5,6,3,3,5,0,1,0,0,0.616475100723727,0.824944259887501
7234000,12,85,80,121,3.5,7,3.5,6.5,3,5,5,4,0,1,0,0,113,23,3,14,5,5.5,7,6,3.5,5,5,4,0,1,0,0,1.28494207741211,1.3373944091477
7241000,11,75,45,128,7,4.5,2,6.5,3.5,6,6,5,0,1,0,0,90,17,4,9,5.5,3.5,5.5,5,5.5,6,6,5,0,1,0,0,0.616475100723727,0.682596996204112
7247000,10,60,65,121,3,2,7,3,5.5,3,3,2,0,1,0,0,45,22,2,12,6.5,4,7,3.5,6.5,3,3,3,0,1,0,0,-0.0519918759646515,-0.598528376946393
7249000,11,60,60,161,3,5,7,2.5,6,5,4,5,0,1,0,0,100,28,3,9,7,5.5,6.5,6.5,7,5,4,4,0,1,0,0,0.616475100723727,0.967291523570891
7251000,11,95,50,129,3.5,7,3.5,3.5,6,5,6,4,0,1,0,0,100,28,3,9,2,6,5,3,4.5,5,6,4,0,1,0,0,0.616475100723727,0.967291523570891
7255000,10,95,75,103,2.5,4.5,5.5,3,5,6,4,5,0,0,1,0,37,20,3,8,1.5,6,5.5,5.5,4,6,4,4,0,0,1,0,-0.0519918759646515,-0.826283998839816
7256000,12,90,80,95,2.5,1.5,7,3,6.5,6,5,3,0,0,0,0,115,24,4,14,6.5,3.5,7,6,5,6,5,4,0,0,0,0,1.28494207741211,1.39433331462106
7258000,9,55,90,121,3.5,1.5,7,3.5,3.5,2,3,1,1,0,1,0,35,12,2,13,3.5,3,7,5,4.5,2,3,2,1,0,1,0,-0.72045885265303,-0.883222904313172
7260000,9,35,10,114,2,6.5,7,3.5,4,4,3,5,0,0,0,0,28,26,1,8,3,6.5,6.5,4,4.5,4,3,5,0,0,0,0,-0.72045885265303,-1.08250907346992
7264000,11,70,50,99,4.5,4.5,3.5,3,3,3,3,3,0,0,0,0,60,22,2,12,4.5,5,6.5,4.5,5,3,3,4,0,0,0,0,0.616475100723727,-0.171486585896225
7273000,11,45,85,129,7,5,4,7,7,4,2,2,0,0,0,0,90,31,4,8,5.5,6,4.5,4,7,4,2,5,0,0,0,0,0.616475100723727,0.682596996204112
7281000,11,80,75,114,1.5,2.5,7,3,6,4,3,4,0,0,0,0,80,28,4,15,2.5,7,7,5,4.5,3,3,2,0,0,0,0,0.616475100723727,0.397902468837333
7283000,12,100,80,124,6.5,7,5,7,4,6,6,5,0,0,0,0,125,23,3,17,5,4,7,7,4,6,6,5,0,0,0,0,1.28494207741211,1.67902784198784
7284000,10,65,60,124,3.5,7,5,3.5,7,3,2,1,0,0,0,0,81,20,3,10,6,3,6,2,6.5,3,2,2,0,0,0,0,-0.0519918759646515,0.426371921574011
7286000,11,45,50,124,1.5,5,7,1.5,7,4,6,5,0,0,0,0,81,32,1,12,4,5.5,7,7,4,4,6,4,0,0,0,0,0.616475100723727,0.426371921574011
7297000,12,65,65,124,6,4.5,7,1.5,7,5,4,5,0,0,1,0,91,21,3,3,3,5,5,5.5,6,5,3,5,0,0,0,0,1.28494207741211,0.71106644894079
7300000,7,40,25,92,2.5,6,3.5,6.5,5,3,2,3,0,0,1,0,25,17,2,9,5.5,4.5,4.5,7,5.5,3,2,3,0,0,1,0,-2.05739280602979,-1.16791743167995
7309000,10,40,10,114,3,7,7,5,5.5,4,4,4,0,1,1,0,46,17,3,3,2,5,7,4.5,5.5,4,3,5,0,1,1,0,-0.0519918759646515,-0.570058924209715
